source_id,glds_prefix,sample_id,parse_status,true_label,condition_raw,condition_stratum,organism,taxon_id,species_common_name,material_type,model_system,biospecimen_type,assay_modality,feature_namespace,genotype_or_ecotype,genotype_or_ecotype_type,parental_strain_or_background,allele_or_variant,light_treatment,replicate_hint,spaceflight_environment,ground_control_type,task_family,task_id,variant,processed_file_status,local_sample_table_path,local_matrix_path
OSD-37,GLDS-37,Atha_Ler-0_sl-pool_FLT_Rep3_R1-FL-D3,parsed,LEO_or_ISS,Space.Flight...Ler.0,Ler.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ler.0,arabidopsis_ecotype,,,,Rep3,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ws-2_sl-pool_FLT_Rep4_R1-FL-D4,parsed,LEO_or_ISS,Space.Flight...Ws.2,Ws.2,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ws.2,arabidopsis_ecotype,,,,Rep4,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Cvi-0_sl-pool_FLT_Rep3_R1-FL-D5,parsed,LEO_or_ISS,Space.Flight...Cvi.0,Cvi.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Cvi.0,arabidopsis_ecotype,,,,Rep3,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ws-2_sl-pool_GC_Rep1_R1-GC-C1,parsed,Ground,Ground.Control...Ws.2,Ws.2,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ws.2,arabidopsis_ecotype,,,,Rep1,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ler-0_sl-pool_GC_Rep1_R1-GC-C2,parsed,Ground,Ground.Control...Ler.0,Ler.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ler.0,arabidopsis_ecotype,,,,Rep1,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Cvi-0_sl-pool_GC_Rep1_R1-GC-C3,parsed,Ground,Ground.Control...Cvi.0,Cvi.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Cvi.0,arabidopsis_ecotype,,,,Rep1,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ws-2_sl-pool_GC_Rep2_R1-GC-C4,parsed,Ground,Ground.Control...Ws.2,Ws.2,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ws.2,arabidopsis_ecotype,,,,Rep2,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ler-0_sl-pool_GC_Rep2_R1-GC-C5,parsed,Ground,Ground.Control...Ler.0,Ler.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ler.0,arabidopsis_ecotype,,,,Rep2,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ws-2_sl-pool_GC_Rep3_R1-GC-D1,parsed,Ground,Ground.Control...Ws.2,Ws.2,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ws.2,arabidopsis_ecotype,,,,Rep3,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Cvi-0_sl-pool_GC_Rep2_R1-GC-D2,parsed,Ground,Ground.Control...Cvi.0,Cvi.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Cvi.0,arabidopsis_ecotype,,,,Rep2,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ler-0_sl-pool_GC_Rep3_R1-GC-D3,parsed,Ground,Ground.Control...Ler.0,Ler.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ler.0,arabidopsis_ecotype,,,,Rep3,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ws-2_sl-pool_GC_Rep4_R1-GC-D4,parsed,Ground,Ground.Control...Ws.2,Ws.2,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ws.2,arabidopsis_ecotype,,,,Rep4,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Cvi-0_sl-pool_GC_Rep3_R1-GC-D5,parsed,Ground,Ground.Control...Cvi.0,Cvi.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Cvi.0,arabidopsis_ecotype,,,,Rep3,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ws-2_sl-pool_FLT_Rep5_R2-FL-C1,parsed,LEO_or_ISS,Space.Flight...Ws.2,Ws.2,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ws.2,arabidopsis_ecotype,,,,Rep5,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ler-0_sl-pool_FLT_Rep4_R2-FL-C2,parsed,LEO_or_ISS,Space.Flight...Ler.0,Ler.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ler.0,arabidopsis_ecotype,,,,Rep4,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Cvi-0_sl-pool_FLT_Rep4_R2-FL-C3,parsed,LEO_or_ISS,Space.Flight...Cvi.0,Cvi.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Cvi.0,arabidopsis_ecotype,,,,Rep4,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ws-2_sl-pool_FLT_Rep6_R2-FL-C4,parsed,LEO_or_ISS,Space.Flight...Ws.2,Ws.2,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ws.2,arabidopsis_ecotype,,,,Rep6,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ler-0_sl-pool_FLT_Rep5_R2-FL-C5,parsed,LEO_or_ISS,Space.Flight...Ler.0,Ler.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ler.0,arabidopsis_ecotype,,,,Rep5,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ws-2_sl-pool_FLT_Rep7_R2-FL-D1,parsed,LEO_or_ISS,Space.Flight...Ws.2,Ws.2,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ws.2,arabidopsis_ecotype,,,,Rep7,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Cvi-0_sl-pool_FLT_Rep5_R2-FL-D2,parsed,LEO_or_ISS,Space.Flight...Cvi.0,Cvi.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Cvi.0,arabidopsis_ecotype,,,,Rep5,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ler-0_sl-pool_FLT_Rep6_R2-FL-D3,parsed,LEO_or_ISS,Space.Flight...Ler.0,Ler.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ler.0,arabidopsis_ecotype,,,,Rep6,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ws-2_sl-pool_FLT_Rep8_R2-FL-D4,parsed,LEO_or_ISS,Space.Flight...Ws.2,Ws.2,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ws.2,arabidopsis_ecotype,,,,Rep8,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Cvi-0_sl-pool_FLT_Rep6_R2-FL-D5,parsed,LEO_or_ISS,Space.Flight...Cvi.0,Cvi.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Cvi.0,arabidopsis_ecotype,,,,Rep6,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ws-2_sl-pool_GC_Rep5_R2-GC-C1,parsed,Ground,Ground.Control...Ws.2,Ws.2,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ws.2,arabidopsis_ecotype,,,,Rep5,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ler-0_sl-pool_GC_Rep4_R2-GC-C2,parsed,Ground,Ground.Control...Ler.0,Ler.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ler.0,arabidopsis_ecotype,,,,Rep4,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Cvi-0_sl-pool_GC_Rep4_R2-GC-C3,parsed,Ground,Ground.Control...Cvi.0,Cvi.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Cvi.0,arabidopsis_ecotype,,,,Rep4,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ws-2_sl-pool_GC_Rep6_R2-GC-C4,parsed,Ground,Ground.Control...Ws.2,Ws.2,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ws.2,arabidopsis_ecotype,,,,Rep6,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ler-0_sl-pool_GC_Rep5_R2-GC-C5,parsed,Ground,Ground.Control...Ler.0,Ler.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ler.0,arabidopsis_ecotype,,,,Rep5,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ws-2_sl-pool_GC_Rep7_R2-GC-D1,parsed,Ground,Ground.Control...Ws.2,Ws.2,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ws.2,arabidopsis_ecotype,,,,Rep7,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Cvi-0_sl-pool_GC_Rep5_R2-GC-D2,parsed,Ground,Ground.Control...Cvi.0,Cvi.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Cvi.0,arabidopsis_ecotype,,,,Rep5,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ler-0_sl-pool_GC_Rep6_R2-GC-D3,parsed,Ground,Ground.Control...Ler.0,Ler.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ler.0,arabidopsis_ecotype,,,,Rep6,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ws-2_sl-pool_GC_Rep8_R2-GC-D4,parsed,Ground,Ground.Control...Ws.2,Ws.2,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ws.2,arabidopsis_ecotype,,,,Rep8,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Cvi-0_sl-pool_GC_Rep6_R2-GC-D5,parsed,Ground,Ground.Control...Cvi.0,Cvi.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Cvi.0,arabidopsis_ecotype,,,,Rep6,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Col-0_sl-pool_FLT_Rep1_R1-FL-A1,parsed,LEO_or_ISS,Space.Flight...Col.0,Col.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Col.0,arabidopsis_ecotype,,,,Rep1,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Col-0_sl-pool_FLT_Rep2_R1-FL-A4,parsed,LEO_or_ISS,Space.Flight...Col.0,Col.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Col.0,arabidopsis_ecotype,,,,Rep2,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Col-0_sl-pool_FLT_Rep3_R1-FL-B1,parsed,LEO_or_ISS,Space.Flight...Col.0,Col.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Col.0,arabidopsis_ecotype,,,,Rep3,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Col-0_sl-pool_FLT_Rep4_R1-FL-B4,parsed,LEO_or_ISS,Space.Flight...Col.0,Col.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Col.0,arabidopsis_ecotype,,,,Rep4,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Col-0_sl-pool_GC_Rep1_R1-GC-A1,parsed,Ground,Ground.Control...Col.0,Col.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Col.0,arabidopsis_ecotype,,,,Rep1,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Col-0_sl-pool_GC_Rep2_R1-GC-A4,parsed,Ground,Ground.Control...Col.0,Col.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Col.0,arabidopsis_ecotype,,,,Rep2,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Col-0_sl-pool_GC_Rep3_R1-GC-B1,parsed,Ground,Ground.Control...Col.0,Col.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Col.0,arabidopsis_ecotype,,,,Rep3,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Col-0_sl-pool_GC_Rep4_R1-GC-B4,parsed,Ground,Ground.Control...Col.0,Col.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Col.0,arabidopsis_ecotype,,,,Rep4,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
